producto,marca,dueno,empresa,categoria,precio,precio_lista,precio_referencia,desvio_referencia_pct,estado_referencia,producto_referencia,fuente_referencia,super,local,sku,url
Salsa Picante Sweet Chili CENTENARIO 360 g,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,239,,,,,,,devoto,,981163,https://www.devoto.com.uy/product/salsa-picante-sweet-chili-centenario-360-g/981163
Salsa Picante Sweet Chili CENTENARIO 360 g,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,239,,,,,,,disco,,981163,https://www.disco.com.uy/product/salsa-picante-sweet-chili-centenario-360-g/981163
Salsa Picante Sweet Chili CENTENARIO 360 g,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,239,,,,,,,geant,,981163,https://www.geant.com.uy/product/salsa-picante-sweet-chili-centenario-360-g/981163
Jamón De Cerdo La Constancia Kg,La Constancia,Competencia,La Constancia,Otros chacinados,199,199,,,,,,tata,,164708,https://www.tata.com.uy/jamon-de-cerdo-la-constancia-kg-1000349385-164708/p
Jamón Extra Gran LA CONSTANCIA (Kg),La Constancia,Competencia,La Constancia,Otros chacinados,1030,,,,,,,tiendainglesa,,1018605,"https://www.tiendainglesa.com.uy/supermercado/jamon-extra-gran-la-constancia-kg.producto?1018605,,42"
Jamón Extra Gran LA CONSTANCIA x kg,La Constancia,Competencia,La Constancia,Otros chacinados,50,990,,,,,,devoto,,301708,https://www.devoto.com.uy/product/jamon-extra-gran-la-constancia-x-kg/301708
Jamón Extra Gran LA CONSTANCIA x kg,La Constancia,Competencia,La Constancia,Otros chacinados,50,990,,,,,,disco,,301708,https://www.disco.com.uy/product/jamon-extra-gran-la-constancia-x-kg/301708
Jamón Extra Gran LA CONSTANCIA x kg,La Constancia,Competencia,La Constancia,Otros chacinados,50,990,,,,,,geant,,301708,https://www.geant.com.uy/product/jamon-extra-gran-la-constancia-x-kg/301708
Jamón Extra LA CONSTANCIA (Kg),La Constancia,Competencia,La Constancia,Otros chacinados,950,,,,,,,tiendainglesa,,5704,"https://www.tiendainglesa.com.uy/supermercado/jamon-extra-la-constancia-kg.producto?5704,,42"
Jamon Extra La Constancia Ahumado Pernil KG,La Constancia,Competencia,La Constancia,Otros chacinados,589,589,,,,,,eldorado,,6995,https://www.eldorado.com.uy/jamon-extra-la-constancia-ahumado-pernil-kg/p
Jamon La Constancia Cocido Kg,La Constancia,Competencia,La Constancia,Otros chacinados,691,691,,,,,,eldorado,,1202,https://www.eldorado.com.uy/jamon-la-constancia-cocido-kg/p
Jamon La Constancia Extra Kg,La Constancia,Competencia,La Constancia,Otros chacinados,790,790,,,,,,eldorado,,22087,https://www.eldorado.com.uy/jamon-la-constancia-extra-kg/p
Jamón LA CONSTANCIA Pernil (Kg),La Constancia,Competencia,La Constancia,Otros chacinados,950,,,,,,,tiendainglesa,,4607,"https://www.tiendainglesa.com.uy/supermercado/jamon-la-constancia-pernil-kg.producto?4607,,42"
Kassler La Constancia 350 Gr,La Constancia,Competencia,La Constancia,Otros chacinados,230.65,659,,,,,,tata,,3845,https://www.tata.com.uy/kassler-la-constancia-350-gr-3845/p
Kassler LA CONSTANCIA x 350 g,La Constancia,Competencia,La Constancia,Otros chacinados,266,759,,,,,,devoto,,362559,https://www.devoto.com.uy/product/kassler-la-constancia-x-350-g/362559
Kassler LA CONSTANCIA x 350 g,La Constancia,Competencia,La Constancia,Otros chacinados,266,759,,,,,,disco,,362559,https://www.disco.com.uy/product/kassler-la-constancia-x-350-g/362559
Kassler LA CONSTANCIA x 350 g,La Constancia,Competencia,La Constancia,Otros chacinados,224,639,,,,,,geant,,362559,https://www.geant.com.uy/product/kassler-la-constancia-x-350-g/362559
Matambrito De Cerdo A/V La Constancia 800 G,La Constancia,Competencia,La Constancia,Otros chacinados,348.18,829,,,,,,tata,,3842,https://www.tata.com.uy/matambrito-de-cerdo-a-v-la-constancia-800-g-3842/p
Matambrito de Cerdo Premium LA CONSTANCIA,La Constancia,Competencia,La Constancia,Otros chacinados,999,,,,,,,tiendainglesa,,1016100,"https://www.tiendainglesa.com.uy/supermercado/matambrito-de-cerdo-premium-la-constancia.producto?1016100,,42"
Matambrito La Constancia De Cerdo Kg,La Constancia,Competencia,La Constancia,Otros chacinados,897,897,,,,,,eldorado,,13968,https://www.eldorado.com.uy/matambrito-la-constancia-de-cerdo-kg/p
Paleta La Constancia Cocida Kg,La Constancia,Competencia,La Constancia,Otros chacinados,349,406,,,,,,eldorado,,26320,https://www.eldorado.com.uy/paleta-la-constancia-cocida-kg/p
Queso de cerdo LA CONSTANCIA kg,La Constancia,Competencia,La Constancia,Otros chacinados,75,300,,,,,,devoto,,301803,https://www.devoto.com.uy/product/queso-de-cerdo-la-constancia-kg/301803
Queso de cerdo LA CONSTANCIA kg,La Constancia,Competencia,La Constancia,Otros chacinados,75,300,,,,,,disco,,301803,https://www.disco.com.uy/product/queso-de-cerdo-la-constancia-kg/301803
Queso de cerdo LA CONSTANCIA kg,La Constancia,Competencia,La Constancia,Otros chacinados,88,350,,,,,,geant,,301803,https://www.geant.com.uy/product/queso-de-cerdo-la-constancia-kg/301803
Secreto de Cerdo A/V LA CONSTANCIA,La Constancia,Competencia,La Constancia,Otros chacinados,290,579,,,,,,devoto,,300405,https://www.devoto.com.uy/product/secreto-de-cerdo-a-v-la-constancia/300405
Secreto de Cerdo A/V LA CONSTANCIA,La Constancia,Competencia,La Constancia,Otros chacinados,290,579,,,,,,disco,,300405,https://www.disco.com.uy/product/secreto-de-cerdo-a-v-la-constancia/300405
Secreto De Cerdo La Constancia 700 G,La Constancia,Competencia,La Constancia,Otros chacinados,389.76,569,,,,,,tata,,3849,https://www.tata.com.uy/secreto-de-cerdo-la-constancia-700-g-3849/p
Capocuelo OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Otros chacinados,55,1090,,,,,,devoto,,335009,https://www.devoto.com.uy/product/capocuelo-ottonello-x-50-g/335009
Capocuelo OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Otros chacinados,55,1090,,,,,,disco,,335009,https://www.disco.com.uy/product/capocuelo-ottonello-x-50-g/335009
Capocuelo OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Otros chacinados,55,1090,,,,,,geant,,335009,https://www.geant.com.uy/product/capocuelo-ottonello-x-50-g/335009
Húngaras OTTONELLO 230 g,Ottonello,Competencia,Ottonello,Otros chacinados,185,,,,,,,devoto,,301533,https://www.devoto.com.uy/product/hungaras-ottonello-230-g/301533
Húngaras OTTONELLO 230 g,Ottonello,Competencia,Ottonello,Otros chacinados,185,,,,,,,disco,,301533,https://www.disco.com.uy/product/hungaras-ottonello-230-g/301533
Húngaras OTTONELLO 230 g,Ottonello,Competencia,Ottonello,Otros chacinados,185,,,,,,,geant,,301533,https://www.geant.com.uy/product/hungaras-ottonello-230-g/301533
Jamon Ottonello Cocido Kg,Ottonello,Competencia,Ottonello,Otros chacinados,539,633,,,,,,eldorado,,6097,https://www.eldorado.com.uy/jamon-ottonello-cocido-kg/p
Jamon Ottonello York Cocido Kg,Ottonello,Competencia,Ottonello,Otros chacinados,479.6,545,,,,,,eldorado,,31695,https://www.eldorado.com.uy/jamon-ottonello-york-cocido-kg/p
Leonesa con morrón OTTONELLO x 100 g,Ottonello,Competencia,Ottonello,Otros chacinados,54,540,,,,,,devoto,,362841,https://www.devoto.com.uy/product/leonesa-con-morron-ottonello-x-100-g/362841
Leonesa con morrón OTTONELLO x 100 g,Ottonello,Competencia,Ottonello,Otros chacinados,54,540,,,,,,geant,,362841,https://www.geant.com.uy/product/leonesa-con-morron-ottonello-x-100-g/362841
Leonesa De Pollo Ottonello 200 G,Ottonello,Competencia,Ottonello,Otros chacinados,90,480,,,,,,tata,,7870,https://www.tata.com.uy/leonesa-de-pollo-ottonello-200-g-7870/p
Leonesa de pollo Primavera OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Otros chacinados,520,,,,,,,devoto,,300829,https://www.devoto.com.uy/product/leonesa-de-pollo-primavera-ottonello-x-50-g/300829
Leonesa de pollo Primavera OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Otros chacinados,520,,,,,,,disco,,300829,https://www.disco.com.uy/product/leonesa-de-pollo-primavera-ottonello-x-50-g/300829
Leonesa Ottonello Con Morron Kg,Ottonello,Competencia,Ottonello,Otros chacinados,577,577,,,,,,eldorado,,3522,https://www.eldorado.com.uy/leonesa-ottonello-con-morron-kg/p
Leonesa Pollo Con Morrón Ottonello 100 G,Ottonello,Competencia,Ottonello,Otros chacinados,53,530,,,,,,tata,,7867,https://www.tata.com.uy/leonesa-pollo-con-morron-ottonello-100-g-7867/p
Pack De Salames Ottonello,Ottonello,Competencia,Ottonello,Otros chacinados,348,360,,,,,,tata,,854,https://www.tata.com.uy/pack-de-salames-ottonello-854/p
Jamón Ahumado PICORELL,Picorel,Competencia,Picorel,Otros chacinados,940,,,,,,,devoto,,300037,https://www.devoto.com.uy/product/jamon-ahumado-picorell/300037
Jamón Ahumado PICORELL,Picorel,Competencia,Picorel,Otros chacinados,940,,,,,,,disco,,300037,https://www.disco.com.uy/product/jamon-ahumado-picorell/300037
Jamón extra Picorell x 50 g,Picorel,Competencia,Picorel,Otros chacinados,37,740,,,,,,devoto,,362314,https://www.devoto.com.uy/product/jamon-extra-picorell-x-50-g/362314
Jamón extra Picorell x 50 g,Picorel,Competencia,Picorel,Otros chacinados,37,740,,,,,,disco,,362314,https://www.disco.com.uy/product/jamon-extra-picorell-x-50-g/362314
Jamón extra Picorell x 50 g,Picorel,Competencia,Picorel,Otros chacinados,37,740,,,,,,geant,,362314,https://www.geant.com.uy/product/jamon-extra-picorell-x-50-g/362314
Jamon Picorell Ahumado Kg,Picorel,Competencia,Picorel,Otros chacinados,590,760,,,,,,eldorado,,7001,https://www.eldorado.com.uy/jamon-picorell-ahumado-kg/p
Jamon Picorell Cocido E/Negra Kg,Picorel,Competencia,Picorel,Otros chacinados,555,555,,,,,,eldorado,,8305,https://www.eldorado.com.uy/jamon-picorell-cocido-e-negra-kg/p
Jamon Picorell Cocido Extra Kg,Picorel,Competencia,Picorel,Otros chacinados,664,664,,,,,,eldorado,,1885,https://www.eldorado.com.uy/jamon-picorell-cocido-extra-kg/p
Aderezo Mostaza Schneck Frasco 250 g,Schneck,Competencia,Schneck,Otros chacinados,245,245,,,,,,tata,,171663,https://www.tata.com.uy/aderezo-mostaza-schneck-frasco-250-g-1000580575-171663/p
Aderezo Mostaza Schneck Sachet 100 g,Schneck,Competencia,Schneck,Otros chacinados,55,55,,,,,,tata,,171669,https://www.tata.com.uy/aderezo-mostaza-schneck-sachet-100-g-1000580576-171669/p
Albondigas Schneck 400 Gr,Schneck,Competencia,Schneck,Otros chacinados,209.3,299,,,,,,tata,,170671,https://www.tata.com.uy/albondigas-schneck-400-gr-170671/p
Chori Schneck 2Un,Schneck,Competencia,Schneck,Otros chacinados,109.9,109.9,,,,,,eldorado,,1641,https://www.eldorado.com.uy/chori-schneck-2un/p
Hummus Aceituna Schneck 250 g,Schneck,Competencia,Schneck,Otros chacinados,199,,,,,,,devoto,,137125,https://www.devoto.com.uy/product/hummus-aceituna-schneck-250-g/137125
Hummus Aceituna Schneck 250 g,Schneck,Competencia,Schneck,Otros chacinados,199,,,,,,,disco,,137125,https://www.disco.com.uy/product/hummus-aceituna-schneck-250-g/137125
Hummus Aceituna Schneck 250 g,Schneck,Competencia,Schneck,Otros chacinados,199,,,,,,,geant,,137125,https://www.geant.com.uy/product/hummus-aceituna-schneck-250-g/137125
Hummus Aceitunas Schneck 250 G,Schneck,Competencia,Schneck,Otros chacinados,259,259,,,,,,tata,,169470,https://www.tata.com.uy/hummus-aceitunas-schneck-250-g-169470/p
Hummus Remolacha Schneck 250 G,Schneck,Competencia,Schneck,Otros chacinados,259,259,,,,,,tata,,155321,https://www.tata.com.uy/hummus-remolacha-schneck-250-g-155321/p
Hummus Schneck Clásico Veggie 250 g,Schneck,Competencia,Schneck,Otros chacinados,259,259,,,,,,tata,,155322,https://www.tata.com.uy/hummus-schneck-clasico-veggie-250-g-1000461779-155322/p
Hummus Schneck Veggie Clasico 250grs,Schneck,Competencia,Schneck,Otros chacinados,199,269.9,,,,,,eldorado,,47188,https://www.eldorado.com.uy/hummus-schneck-veggie-clasico-250grs/p
Hummus Schneck Veggie Con Aceitunas 250grs,Schneck,Competencia,Schneck,Otros chacinados,269.9,269.9,,,,,,eldorado,,47191,https://www.eldorado.com.uy/hummus-schneck-veggie-con-aceitunas-250grs/p
Hummus Schneck Veggie Con Remolacha 250grs,Schneck,Competencia,Schneck,Otros chacinados,127,269.9,,,,,,eldorado,,47189,https://www.eldorado.com.uy/hummus-schneck-veggie-con-remolacha-250grs/p
Hummus Schneck Veggie Con Zanahoria 250grs,Schneck,Competencia,Schneck,Otros chacinados,199,269.9,,,,,,eldorado,,47190,https://www.eldorado.com.uy/hummus-schneck-veggie-con-zanahoria-250grs/p
Hummus Zanahoria Schneck 250 G,Schneck,Competencia,Schneck,Otros chacinados,259,259,,,,,,tata,,169471,https://www.tata.com.uy/hummus-zanahoria-schneck-250-g-169471/p
Jamón SCHNECK 1936 Fundación (Kg) $ 1.330 x kg,Schneck,Competencia,Schneck,Otros chacinados,1330,,,,,,,tiendainglesa,,1096036,"https://www.tiendainglesa.com.uy/supermercado/jamon-schneck-1936-fundacion-kg.producto?1096036,,42"
Jamon Schneck Artesanal Kg Tradicional,Schneck,Competencia,Schneck,Otros chacinados,873,873,,,,,,eldorado,,1638,https://www.eldorado.com.uy/jamon-schneck-artesanal-kg-tradicional/p
Jamon Schneck Cocido Kg,Schneck,Competencia,Schneck,Otros chacinados,599,743,,,,,,eldorado,,9698,https://www.eldorado.com.uy/jamon-schneck-cocido-kg/p
Leonesa Mechada Schneck 100 G,Schneck,Competencia,Schneck,Otros chacinados,85,850,,,,,,tata,,7866,https://www.tata.com.uy/leonesa-mechada-schneck-100-g-7866/p
Leonesa mechada SCHNECK x 50 g,Schneck,Competencia,Schneck,Otros chacinados,38,750,,,,,,devoto,,361730,https://www.devoto.com.uy/product/leonesa-mechada-schneck-x-50-g/361730
Leonesa mechada SCHNECK x 50 g,Schneck,Competencia,Schneck,Otros chacinados,38,750,,,,,,disco,,361730,https://www.disco.com.uy/product/leonesa-mechada-schneck-x-50-g/361730
Leonesa mechada SCHNECK x 50 g,Schneck,Competencia,Schneck,Otros chacinados,38,750,,,,,,geant,,361730,https://www.geant.com.uy/product/leonesa-mechada-schneck-x-50-g/361730
Leonesa Mechada SCHNECK(Kg) $ 820 x kg,Schneck,Competencia,Schneck,Otros chacinados,820,,,,,,,tiendainglesa,,23582,"https://www.tiendainglesa.com.uy/supermercado/leonesa-mechada-schneck-kg.producto?23582,,42"
Leonesa Mini Schneck 1 Ud,Schneck,Competencia,Schneck,Otros chacinados,310,310,,,,,,tata,,164741,https://www.tata.com.uy/leonesa-mini-schneck-1-ud-164741/p
Leonesa Schneck 100 G,Schneck,Competencia,Schneck,Otros chacinados,61,610,,,,,,tata,,7864,https://www.tata.com.uy/leonesa-schneck-100-g-7864/p
Leonesa Schneck C/Jamon Kg Mechada,Schneck,Competencia,Schneck,Otros chacinados,600,733,,,,,,eldorado,,8796,https://www.eldorado.com.uy/leonesa-schneck-c-jamon-kg-mechada/p
Leonesa SCHNECK feteada atmósfera controlada x 250 g,Schneck,Competencia,Schneck,Otros chacinados,183,730,,,,,,devoto,,309125,https://www.devoto.com.uy/product/leonesa-schneck-feteada-atmosfera-controlada-x-250-g/309125
Leonesa SCHNECK feteada atmósfera controlada x 250 g,Schneck,Competencia,Schneck,Otros chacinados,183,730,,,,,,disco,,309125,https://www.disco.com.uy/product/leonesa-schneck-feteada-atmosfera-controlada-x-250-g/309125
Leonesa SCHNECK feteada atmósfera controlada x 250 g,Schneck,Competencia,Schneck,Otros chacinados,183,730,,,,,,geant,,309125,https://www.geant.com.uy/product/leonesa-schneck-feteada-atmosfera-controlada-x-250-g/309125
Leonesa Schneck Kg .,Schneck,Competencia,Schneck,Otros chacinados,625,625,,,,,,eldorado,,1640,https://www.eldorado.com.uy/leonesa-schneck-kg/p
"Leonesa Schneck Mini A/V 0,450gr",Schneck,Competencia,Schneck,Otros chacinados,273,273,,,,,,eldorado,,50563,https://www.eldorado.com.uy/leonesa-schneck-mini-a-v-0-450gr/p
Leonesa Schneck Primavera Kg .,Schneck,Competencia,Schneck,Otros chacinados,533,533,,,,,,eldorado,,2130,https://www.eldorado.com.uy/leonesa-schneck-primavera-kg/p
Leonesa Tripon SCHNECK (Kg),Schneck,Competencia,Schneck,Otros chacinados,770,,,,,,,tiendainglesa,,40,"https://www.tiendainglesa.com.uy/supermercado/leonesa-tripon-schneck-kg.producto?40,,42"
Lionesa Feteada Schneck 200 Gr,Schneck,Competencia,Schneck,Otros chacinados,210,210,,,,,,tata,,167711,https://www.tata.com.uy/lionesa-feteada-schneck-200-gr-167711/p
Lionesa Schneck Feteada 200g Un,Schneck,Competencia,Schneck,Otros chacinados,115,179.9,,,,,,eldorado,,53504,https://www.eldorado.com.uy/lionesa-schneck-feteada-200g-un/p
Milanesa Cerdo Schneck 700gr,Schneck,Competencia,Schneck,Otros chacinados,433,433,,,,,,eldorado,,60038,https://www.eldorado.com.uy/milanesa-cerdo-schneck-700gr/p
Milanesa De Cerdo Schneck 6 U,Schneck,Competencia,Schneck,Otros chacinados,430,430,,,,,,tata,,173465,https://www.tata.com.uy/milanesa-de-cerdo-schneck-6-u-1000592534-173465/p
Milanesa Vacuna Schneck 6 Ud,Schneck,Competencia,Schneck,Otros chacinados,477.4,682,,,,,,tata,,172156,https://www.tata.com.uy/milanesa-vacuna-schneck-6-ud-1000583336-172156/p
Milanesa Vacuna Schneck 700gr,Schneck,Competencia,Schneck,Otros chacinados,499,629,,,,,,eldorado,,60250,https://www.eldorado.com.uy/milanesa-vacuna-schneck-700gr/p
Milanesas cerdo SCHNECK 6 un. 800 g,Schneck,Competencia,Schneck,Otros chacinados,325,541,,,,,,devoto,,258420,https://www.devoto.com.uy/product/milanesas-cerdo-schneck-6-un-800-g/258420
Milanesas cerdo SCHNECK 6 un. 800 g,Schneck,Competencia,Schneck,Otros chacinados,325,541,,,,,,disco,,258420,https://www.disco.com.uy/product/milanesas-cerdo-schneck-6-un-800-g/258420
Milanesas de Carne SCHNECK (6 un.),Schneck,Competencia,Schneck,Otros chacinados,819,,,,,,,tiendainglesa,,330261,"https://www.tiendainglesa.com.uy/supermercado/milanesas-de-carne-schneck-6-un..producto?330261,,42"
Milanesas De Cerdo Schneck 738 G,Schneck,Competencia,Schneck,Otros chacinados,404.42,548,,,,,,tata,,17110,https://www.tata.com.uy/milanesas-de-cerdo-schneck-738-g-17110/p
Milanguesa Schneck 2 Ud,Schneck,Competencia,Schneck,Otros chacinados,159,159,,,,,,tata,,171453,https://www.tata.com.uy/milanguesa-schneck-2-ud-1000577739-171453/p
Milanguesas SCHNECK x 2 un. 240 g,Schneck,Competencia,Schneck,Otros chacinados,148,,,,,,,devoto,,235067,https://www.devoto.com.uy/product/milanguesas-schneck-x-2-un-240-g/235067
Milanguesas SCHNECK x 2 un. 240 g,Schneck,Competencia,Schneck,Otros chacinados,148,,,,,,,disco,,235067,https://www.disco.com.uy/product/milanguesas-schneck-x-2-un-240-g/235067
Milanguesas SCHNECK x 2 un. 240 g,Schneck,Competencia,Schneck,Otros chacinados,145,,,,,,,geant,,235067,https://www.geant.com.uy/product/milanguesas-schneck-x-2-un-240-g/235067
Milanguesas SCHNECK x 2 un. 320 g,Schneck,Competencia,Schneck,Otros chacinados,129,,,,,,,devoto,,258418,https://www.devoto.com.uy/product/milanguesas-schneck-x-2-un-320-g/258418
Mini Lionesa SCHNECK x Unidad $ 290,Schneck,Competencia,Schneck,Otros chacinados,290,,,,,,,tiendainglesa,,1017585,"https://www.tiendainglesa.com.uy/supermercado/mini-lionesa-schneck-x-unidad.producto?1017585,,42"
Mostaza Schneck Doy Pack 250gr,Schneck,Competencia,Schneck,Otros chacinados,199,259.9,,,,,,eldorado,,53855,https://www.eldorado.com.uy/mostaza-schneck-doy-pack-250gr/p
Mostaza Schneck Sachet 100gr,Schneck,Competencia,Schneck,Otros chacinados,57,57,,,,,,eldorado,,53854,https://www.eldorado.com.uy/mostaza-schneck-sachet-100gr/p
Nuggets de carne vacuna SCHNECK 1 kg,Schneck,Competencia,Schneck,Otros chacinados,499,,,,,,,devoto,,241096,https://www.devoto.com.uy/product/nuggets-de-carne-vacuna-schneck-1-kg/241096
Nuggets de carne vacuna SCHNECK 1 kg,Schneck,Competencia,Schneck,Otros chacinados,499,,,,,,,disco,,241096,https://www.disco.com.uy/product/nuggets-de-carne-vacuna-schneck-1-kg/241096
Nuggets de carne vacuna SCHNECK 1 kg,Schneck,Competencia,Schneck,Otros chacinados,499,,,,,,,geant,,241096,https://www.geant.com.uy/product/nuggets-de-carne-vacuna-schneck-1-kg/241096
Nuggets De Carne Vacuna Schneck 1 Kg,Schneck,Competencia,Schneck,Otros chacinados,471.8,674,,,,,,tata,,152170,https://www.tata.com.uy/nuggets-de-carne-vacuna-schneck-1-kg-152170/p
"Pipa Schneck Sin Piel A/V 0,200gr",Schneck,Competencia,Schneck,Otros chacinados,149,197,,,,,,eldorado,,50562,https://www.eldorado.com.uy/pipa-schneck-sin-piel-a-v-0-200gr/p
Salchichas Alemanes SCHNECK x 4 Un - 380 g,Schneck,Competencia,Schneck,Otros chacinados,330,,,,,,,devoto,,331001,https://www.devoto.com.uy/product/salchichas-alemanes-schneck-x-4-un-380-g/331001
Salchichas Alemanes SCHNECK x 4 Un - 380 g,Schneck,Competencia,Schneck,Otros chacinados,330,,,,,,,disco,,331001,https://www.disco.com.uy/product/salchichas-alemanes-schneck-x-4-un-380-g/331001
Salchichas Alemanes SCHNECK x 4 Un - 380 g,Schneck,Competencia,Schneck,Otros chacinados,330,,,,,,,geant,,331001,https://www.geant.com.uy/product/salchichas-alemanes-schneck-x-4-un-380-g/331001
Salchichas Húngaras SCHNECK X 8 Un - 480 g,Schneck,Competencia,Schneck,Otros chacinados,345,,,,,,,devoto,,331002,https://www.devoto.com.uy/product/salchichas-hungaras-schneck-x-8-un-480-g/331002
