producto,marca,dueno,empresa,categoria,precio,precio_lista,precio_referencia,desvio_referencia_pct,estado_referencia,producto_referencia,fuente_referencia,super,local,sku,url
Pack Paté Jamón + Lengua Centenario,Alimentos Centenario,Competencia,Alimentos Centenario,Mortadela,195,195,,,,,,tata,,3896,https://www.tata.com.uy/pack-pate-jamon---lengua-centenario-3896/p
Pate Centenario Jamon Un + Uno Lengua,Alimentos Centenario,Competencia,Alimentos Centenario,Mortadela,169.9,169.9,,,,,,eldorado,,7948,https://www.eldorado.com.uy/pate-centenario-jamon-un-uno-lengua/p
Mini Mortadela OTTONELLO con Pistachos,Ottonello,Competencia,Ottonello,Mortadela,430,,,,,,,tiendainglesa,,86556,"https://www.tiendainglesa.com.uy/supermercado/mini-mortadela-ottonello-con-pistachos.producto?86556,,42"
Mortadela Bocha Especial Ottonello 100 G,Ottonello,Competencia,Ottonello,Mortadela,58,580,,,,,,tata,,7873,https://www.tata.com.uy/mortadela-bocha-especial-ottonello-100-g-7873/p
Mortadela Bocha Grande OTTONELLO (Kg),Ottonello,Competencia,Ottonello,Mortadela,620,,,,,,,tiendainglesa,,2828,"https://www.tiendainglesa.com.uy/supermercado/mortadela-bocha-grande-ottonello-kg.producto?2828,,42"
Mortadela Bocha Ottonello Al Vacío,Ottonello,Competencia,Ottonello,Mortadela,89.9,580,,,,,,tata,,13263,https://www.tata.com.uy/mortadela-bocha-ottonello-al-vacio-13263/p
Mortadela bocha OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Mortadela,590,,,,,,,devoto,,364550,https://www.devoto.com.uy/product/mortadela-bocha-ottonello-x-50-g/364550
Mortadela bocha OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Mortadela,590,,,,,,,disco,,364550,https://www.disco.com.uy/product/mortadela-bocha-ottonello-x-50-g/364550
Mortadela bocha OTTONELLO x 50 g,Ottonello,Competencia,Ottonello,Mortadela,590,,,,,,,geant,,364550,https://www.geant.com.uy/product/mortadela-bocha-ottonello-x-50-g/364550
Mortadela con Pistachos OTTONELLO (Kg),Ottonello,Competencia,Ottonello,Mortadela,950,,,,,,,tiendainglesa,,30070,"https://www.tiendainglesa.com.uy/supermercado/mortadela-con-pistachos-ottonello-kg.producto?30070,,42"
Mortadela Criolla Ottonello 200 Gr,Ottonello,Competencia,Ottonello,Mortadela,84,420,,,,,,tata,,164726,https://www.tata.com.uy/mortadela-criolla-ottonello-200-gr-164726/p
Mortadela criolla OTTONELLO x 100g,Ottonello,Competencia,Ottonello,Mortadela,44,440,,,,,,devoto,,302013,https://www.devoto.com.uy/product/mortadela-criolla-ottonello-x-100g/302013
Mortadela de campaña OTTONELLO x 100 g,Ottonello,Competencia,Ottonello,Mortadela,290,,,,,,,devoto,,300525,https://www.devoto.com.uy/product/mortadela-de-campana-ottonello-x-100-g/300525
Mortadela Mini Ottonello Con Pistachos 350 g,Ottonello,Competencia,Ottonello,Mortadela,415,415,,,,,,tata,,173496,https://www.tata.com.uy/mortadela-mini-ottonello-con-pistachos-350-g-1000582929-173496/p
Mortadela Ottonello Bocha Kg,Ottonello,Competencia,Ottonello,Mortadela,529,529,,,,,,eldorado,,2692,https://www.eldorado.com.uy/mortadela-ottonello-bocha-kg/p
Mortadela Ottonello Criolla Kg,Ottonello,Competencia,Ottonello,Mortadela,340,405,,,,,,eldorado,,2693,https://www.eldorado.com.uy/mortadela-ottonello-criolla-kg/p
Mortadela premium con pistachos OTTONELLO x 100 g,Ottonello,Competencia,Ottonello,Mortadela,87,870,,,,,,devoto,,270802,https://www.devoto.com.uy/product/mortadela-premium-con-pistachos-ottonello-x-100-g/270802
Mortadela Picorell Caserio Kg,Picorel,Competencia,Picorel,Mortadela,238.5,238.5,,,,,,eldorado,,7003,https://www.eldorado.com.uy/mortadela-picorell-caserio-kg/p
Mini Mortadela SCHNECK x Unidad $ 240,Schneck,Competencia,Schneck,Mortadela,240,,,,,,,tiendainglesa,,1017586,"https://www.tiendainglesa.com.uy/supermercado/mini-mortadela-schneck-x-unidad.producto?1017586,,42"
Mortadela Mini Schneck 1 Ud,Schneck,Competencia,Schneck,Mortadela,199,239,,,,,,tata,,164742,https://www.tata.com.uy/mortadela-mini-schneck-1-ud-164742/p
Mortadela Mini SCHNECK un.,Schneck,Competencia,Schneck,Mortadela,179,,,,,,,devoto,,362434,https://www.devoto.com.uy/product/mortadela-mini-schneck-un/362434
Mortadela Mini SCHNECK un.,Schneck,Competencia,Schneck,Mortadela,179,,,,,,,disco,,362434,https://www.disco.com.uy/product/mortadela-mini-schneck-un/362434
Mortadela Mini SCHNECK un.,Schneck,Competencia,Schneck,Mortadela,179,,,,,,,geant,,362434,https://www.geant.com.uy/product/mortadela-mini-schneck-un/362434
Mortadela Schneck Feteada 200 g,Schneck,Competencia,Schneck,Mortadela,169,169,,,,,,tata,,173522,https://www.tata.com.uy/mortadela-schneck-feteada-200-g-1000590848-173522/p
Paté de Campo SCHNECK $ 180,Schneck,Competencia,Schneck,Mortadela,180,,,,,,,tiendainglesa,,1017677,"https://www.tiendainglesa.com.uy/supermercado/pate-de-campo-schneck.producto?1017677,,42"
Paté de Campo SCHNECK x un.,Schneck,Competencia,Schneck,Mortadela,169,,,,,,,devoto,,362438,https://www.devoto.com.uy/product/pate-de-campo-schneck-x-un/362438
Paté de Campo SCHNECK x un.,Schneck,Competencia,Schneck,Mortadela,169,,,,,,,disco,,362438,https://www.disco.com.uy/product/pate-de-campo-schneck-x-un/362438
Paté de Campo SCHNECK x un.,Schneck,Competencia,Schneck,Mortadela,169,,,,,,,geant,,362438,https://www.geant.com.uy/product/pate-de-campo-schneck-x-un/362438
Paté de Hígado al Vacío SCHNECK (Unidad),Schneck,Competencia,Schneck,Mortadela,180,,,,,,,tiendainglesa,,1017589,"https://www.tiendainglesa.com.uy/supermercado/pate-de-higado-al-vacio-schneck-unidad.producto?1017589,,42"
Paté de Hígado SCHNECK un.,Schneck,Competencia,Schneck,Mortadela,169,,,,,,,disco,,362436,https://www.disco.com.uy/product/pate-de-higado-schneck-un/362436
Paté de Jamón SCHNECK (Unidad),Schneck,Competencia,Schneck,Mortadela,180,,,,,,,tiendainglesa,,1017587,"https://www.tiendainglesa.com.uy/supermercado/pate-de-jamon-schneck-unidad.producto?1017587,,42"
Paté de Jamón SCHNECK un.,Schneck,Competencia,Schneck,Mortadela,169,,,,,,,devoto,,362437,https://www.devoto.com.uy/product/pate-de-jamon-schneck-un/362437
Paté de Jamón SCHNECK un.,Schneck,Competencia,Schneck,Mortadela,169,,,,,,,disco,,362437,https://www.disco.com.uy/product/pate-de-jamon-schneck-un/362437
Paté de Jamón SCHNECK un.,Schneck,Competencia,Schneck,Mortadela,169,,,,,,,geant,,362437,https://www.geant.com.uy/product/pate-de-jamon-schneck-un/362437
Paté de Lengua SCHNECK un.,Schneck,Competencia,Schneck,Mortadela,129,,,,,,,disco,,362435,https://www.disco.com.uy/product/pate-de-lengua-schneck-un/362435
Paté de Lengua SCHNECK x Unidad,Schneck,Competencia,Schneck,Mortadela,180,,,,,,,tiendainglesa,,1017588,"https://www.tiendainglesa.com.uy/supermercado/pate-de-lengua-schneck-x-unidad.producto?1017588,,42"
Pate Higado Schneck 1 Ud,Schneck,Competencia,Schneck,Mortadela,169,169,,,,,,tata,,164745,https://www.tata.com.uy/pate-higado-schneck-1-ud-164745/p
Pate Jamon Schneck 1 Ud,Schneck,Competencia,Schneck,Mortadela,187,187,,,,,,tata,,164744,https://www.tata.com.uy/pate-jamon-schneck-1-ud-164744/p
Pate Jamón Schneck 200 G,Schneck,Competencia,Schneck,Mortadela,10000,50000,,,,,,tata,,7910,https://www.tata.com.uy/pate-jamon-schneck-200-g-7910/p
Pate Lengua Schneck 1 Ud,Schneck,Competencia,Schneck,Mortadela,167,167,,,,,,tata,,164743,https://www.tata.com.uy/pate-lengua-schneck-1-ud-164743/p
"Pate Schneck De Campo A/V 0,210gr",Schneck,Competencia,Schneck,Mortadela,179.9,179.9,,,,,,eldorado,,50555,https://www.eldorado.com.uy/pate-schneck-de-campo-a-v-0-210gr/p
"Pate Schneck De Higado A/V 0,210gr",Schneck,Competencia,Schneck,Mortadela,154.9,154.9,,,,,,eldorado,,50553,https://www.eldorado.com.uy/pate-schneck-de-higado-a-v-0-210gr/p
"Pate Schneck De Jamon A/V 0,210gr",Schneck,Competencia,Schneck,Mortadela,187,187,,,,,,eldorado,,50554,https://www.eldorado.com.uy/pate-schneck-de-jamon-a-v-0-210gr/p
"Pate Schneck De Lengua A/V 0,210grs",Schneck,Competencia,Schneck,Mortadela,167,167,,,,,,eldorado,,50558,https://www.eldorado.com.uy/pate-schneck-de-lengua-a-v-0-210grs/p
Mortadela bologna fetas SARUBBI 200 g,Sarubbi,Sarubbi,Sarubbi,Mortadela,161,,,,,,,disco,,300250,https://www.disco.com.uy/product/mortadela-bologna-fetas-sarubbi-200-g/300250
Mortadela Bologna SARUBBI 200 gr,Sarubbi,Sarubbi,Sarubbi,Mortadela,180,,,,,,,tiendainglesa,,336722,"https://www.tiendainglesa.com.uy/supermercado/mortadela-bologna-sarubbi-200-gr.producto?336722,,42"
Mortadela Roja Sarubbi 300 G,Sarubbi,Sarubbi,Sarubbi,Mortadela,108,360,,,,,,tata,,7875,https://www.tata.com.uy/mortadela-roja-sarubbi-300-g-7875/p
Mortadela Sarubbi Kg,Sarubbi,Sarubbi,Sarubbi,Mortadela,413,413,,,,,,eldorado,,8068,https://www.eldorado.com.uy/mortadela-sarubbi-kg/p
Mortadela suprema bologna SARUBBI x 50 g,Sarubbi,Sarubbi,Sarubbi,Mortadela,520,,,,,,,devoto,,300759,https://www.devoto.com.uy/product/mortadela-suprema-bologna-sarubbi-x-50-g/300759
Mortadela suprema bologna SARUBBI x 50 g,Sarubbi,Sarubbi,Sarubbi,Mortadela,520,,,,,,,disco,,300759,https://www.disco.com.uy/product/mortadela-suprema-bologna-sarubbi-x-50-g/300759
Mortadela suprema bologna SARUBBI x 50 g,Sarubbi,Sarubbi,Sarubbi,Mortadela,520,,,,,,,geant,,300759,https://www.geant.com.uy/product/mortadela-suprema-bologna-sarubbi-x-50-g/300759
Mortadelin Sarubbi 300 G,Sarubbi,Sarubbi,Sarubbi,Mortadela,219,730,,,,,,tata,,115629,https://www.tata.com.uy/mortadelin-sarubbi-300-g-115629/p
Pack Mortadelin + Pate Sarubbi 500 Gr,Sarubbi,Sarubbi,Sarubbi,Mortadela,370,370,,,,,,tata,,7938,https://www.tata.com.uy/pack-mortadelin-pate-sarubbi-500-gr-7938/p
Choriburguer CAMPOSUR x 8 un. 668 g,Camposur,Competencia,Camposur,Otros chacinados,298,,,,,,,devoto,,260075,https://www.devoto.com.uy/product/choriburguer-camposur-x-8-un-668-g/260075
Choriburguer CAMPOSUR x 8 un. 668 g,Camposur,Competencia,Camposur,Otros chacinados,298,,,,,,,disco,,260075,https://www.disco.com.uy/product/choriburguer-camposur-x-8-un-668-g/260075
Choriburguer CAMPOSUR x 8 un. 668 g,Camposur,Competencia,Camposur,Otros chacinados,290,,,,,,,geant,,260075,https://www.geant.com.uy/product/choriburguer-camposur-x-8-un-668-g/260075
Jamón de Campo CAMPOSUR (Kg),Camposur,Competencia,Camposur,Otros chacinados,970,,,,,,,tiendainglesa,,305690,"https://www.tiendainglesa.com.uy/supermercado/jamon-de-campo-camposur-kg.producto?305690,,42"
Jamón Extra Camposur 1 Kg,Camposur,Competencia,Camposur,Otros chacinados,870,870,,,,,,tata,,7901,https://www.tata.com.uy/jamon-extra-camposur-1-kg-7901/p
Jamón Speck CAMPOSUR 100 g,Camposur,Competencia,Camposur,Otros chacinados,153,1530,,,,,,geant,,302509,https://www.geant.com.uy/product/jamon-speck-camposur-100-g/302509
Leonesa CAMPOSUR x 50 g,Camposur,Competencia,Camposur,Otros chacinados,470,,,,,,,devoto,,300902,https://www.devoto.com.uy/product/leonesa-camposur-x-50-g/300902
Morcilla Dulce CAMPOSUR x 180 g,Camposur,Competencia,Camposur,Otros chacinados,65,359,,,,,,devoto,,374164,https://www.devoto.com.uy/product/morcilla-dulce-camposur-x-180-g/374164
Morcilla Dulce CAMPOSUR x 180 g,Camposur,Competencia,Camposur,Otros chacinados,65,359,,,,,,disco,,374164,https://www.disco.com.uy/product/morcilla-dulce-camposur-x-180-g/374164
Paleta de cerdo con hueso CAMPOSUR,Camposur,Competencia,Camposur,Otros chacinados,100,199,,,,,,devoto,,374109,https://www.devoto.com.uy/product/paleta-de-cerdo-con-hueso-camposur/374109
Paleta de cerdo con hueso CAMPOSUR,Camposur,Competencia,Camposur,Otros chacinados,100,199,,,,,,disco,,374109,https://www.disco.com.uy/product/paleta-de-cerdo-con-hueso-camposur/374109
Paleta de cerdo con hueso CAMPOSUR,Camposur,Competencia,Camposur,Otros chacinados,100,199,,,,,,geant,,374109,https://www.geant.com.uy/product/paleta-de-cerdo-con-hueso-camposur/374109
Pamplona de cerdo salada CAMPOSUR x 500 g,Camposur,Competencia,Camposur,Otros chacinados,325,,,,,,,devoto,,374112,https://www.devoto.com.uy/product/pamplona-de-cerdo-salada-camposur-x-500-g/374112
Pamplona de cerdo salada CAMPOSUR x 500 g,Camposur,Competencia,Camposur,Otros chacinados,325,,,,,,,disco,,374112,https://www.disco.com.uy/product/pamplona-de-cerdo-salada-camposur-x-500-g/374112
Pamplona de cerdo salada CAMPOSUR x 500 g,Camposur,Competencia,Camposur,Otros chacinados,325,,,,,,,geant,,374112,https://www.geant.com.uy/product/pamplona-de-cerdo-salada-camposur-x-500-g/374112
Queso de Cerdo CAMPOSUR Kg,Camposur,Competencia,Camposur,Otros chacinados,540,,,,,,,geant,,301587,https://www.geant.com.uy/product/queso-de-cerdo-camposur-kg/301587
Queso de cerdo CAMPOSUR mini 700 g,Camposur,Competencia,Camposur,Otros chacinados,300,300,,,,,,devoto,,300518,https://www.devoto.com.uy/product/queso-de-cerdo-camposur-mini-700-g/300518
Queso de cerdo CAMPOSUR mini 700 g,Camposur,Competencia,Camposur,Otros chacinados,529,529,,,,,,geant,,300518,https://www.geant.com.uy/product/queso-de-cerdo-camposur-mini-700-g/300518
Sorpresata CAMPOSUR 100 g,Camposur,Competencia,Camposur,Otros chacinados,875,,,,,,,devoto,,301990,https://www.devoto.com.uy/product/sorpresata-camposur-100-g/301990
Sorpresata CAMPOSUR 100 g,Camposur,Competencia,Camposur,Otros chacinados,875,,,,,,,disco,,301990,https://www.disco.com.uy/product/sorpresata-camposur-100-g/301990
Capocuelo CATTIVELLI 100 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,890,,,,,,,devoto,,360122,https://www.devoto.com.uy/product/capocuelo-cattivelli-100-g/360122
Capocuelo CATTIVELLI 100 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,890,,,,,,,disco,,360122,https://www.disco.com.uy/product/capocuelo-cattivelli-100-g/360122
Capocuelo CATTIVELLI 100 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,890,,,,,,,geant,,360122,https://www.geant.com.uy/product/capocuelo-cattivelli-100-g/360122
Hungaras CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Otros chacinados,860,,,,,,,tiendainglesa,,334170,"https://www.tiendainglesa.com.uy/supermercado/hungaras-cattivelli-kg.producto?334170,,42"
Jamon Cattivelli Cocido Extra Kg Cuadrille,Cattivelli,Competencia,Cattivelli,Otros chacinados,1351,1351,,,,,,eldorado,,1634,https://www.eldorado.com.uy/jamon-cattivelli-cocido-extra-kg-cuadrille/p
Jamon Cattivelli Cocido Kg,Cattivelli,Competencia,Cattivelli,Otros chacinados,801,801,,,,,,eldorado,,1560,https://www.eldorado.com.uy/jamon-cattivelli-cocido-kg/p
Jamon Cattivelli Cocido S/Sal Kg,Cattivelli,Competencia,Cattivelli,Otros chacinados,549,969,,,,,,eldorado,,1637,https://www.eldorado.com.uy/jamon-cattivelli-cocido-s-sal-kg/p
Jamon Cattivelli Kg Cocido Magro,Cattivelli,Competencia,Cattivelli,Otros chacinados,901,901,,,,,,eldorado,,9867,https://www.eldorado.com.uy/jamon-cattivelli-kg-cocido-magro/p
Jamón Magro Cattivelli 200 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,245,245,,,,,,tata,,164759,https://www.tata.com.uy/jamon-magro-cattivelli-200-g-1000517152-164759/p
Jamón sin sal CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,46,920,,,,,,devoto,,362220,https://www.devoto.com.uy/product/jamon-sin-sal-cattivelli-x-50-g/362220
Jamón sin sal CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,46,920,,,,,,disco,,362220,https://www.disco.com.uy/product/jamon-sin-sal-cattivelli-x-50-g/362220
Leonesa Leonesín Familiar CATTIVELLI x 300 g aprox,Cattivelli,Competencia,Cattivelli,Otros chacinados,570,,,,,,,devoto,,362821,https://www.devoto.com.uy/product/leonesa-leonesin-familiar-cattivelli-x-300-g-aprox/362821
Leonesa Leonesín Familiar CATTIVELLI x 300 g aprox,Cattivelli,Competencia,Cattivelli,Otros chacinados,570,,,,,,,disco,,362821,https://www.disco.com.uy/product/leonesa-leonesin-familiar-cattivelli-x-300-g-aprox/362821
Morcilla Cattivelli Dulce Kg 2un Rellena Frutas Y Mani,Cattivelli,Competencia,Cattivelli,Otros chacinados,543,543,,,,,,eldorado,,46017,https://www.eldorado.com.uy/morcilla-cattivelli-dulce-kg-2un-rellena-frutas-y-mani/p
Morcilla Cattivelli Salada Kg 2un Rellena Queso Y Aceit,Cattivelli,Competencia,Cattivelli,Otros chacinados,543,543,,,,,,eldorado,,46018,https://www.eldorado.com.uy/morcilla-cattivelli-salada-kg-2un-rellena-queso-y-aceit/p
Morcillas Dulces CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Otros chacinados,540,,,,,,,tiendainglesa,,2635,"https://www.tiendainglesa.com.uy/supermercado/morcillas-dulces-cattivelli-kg.producto?2635,,42"
Morcillas Saladas CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Otros chacinados,540,,,,,,,tiendainglesa,,2636,"https://www.tiendainglesa.com.uy/supermercado/morcillas-saladas-cattivelli-kg.producto?2636,,42"
Morcillas saladas CATTIVELLI x 130 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,63,479,,,,,,devoto,,333979,https://www.devoto.com.uy/product/morcillas-saladas-cattivelli-x-130-g/333979
Morcillón CATTIVELLI x 50 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,400,,,,,,,geant,,334320,https://www.geant.com.uy/product/morcillon-cattivelli-x-50-g/334320
Morcillon Cattivelli,Cattivelli,Competencia,Cattivelli,Otros chacinados,450,450,,,,,,tata,,164721,https://www.tata.com.uy/morcillon-cattivelli-164721/p
Pepperoni CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Otros chacinados,1250,,,,,,,tiendainglesa,,3819,"https://www.tiendainglesa.com.uy/supermercado/pepperoni-cattivelli-kg.producto?3819,,42"
Pepperoni CATTIVELLI x 600 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,618,1030,,,,,,disco,,335150,https://www.disco.com.uy/product/pepperoni-cattivelli-x-600-g/335150
Queso Cattivelli De Cerdo Kg .,Cattivelli,Competencia,Cattivelli,Otros chacinados,543,543,,,,,,eldorado,,1562,https://www.eldorado.com.uy/queso-cattivelli-de-cerdo-kg/p
Queso De Cerdo Cattivelli 150 Gr,Cattivelli,Competencia,Cattivelli,Otros chacinados,67.5,450,,,,,,tata,,164723,https://www.tata.com.uy/queso-de-cerdo-cattivelli-150-gr-164723/p
Queso de Cerdo CATTIVELLI,Cattivelli,Competencia,Cattivelli,Otros chacinados,510,,,,,,,tiendainglesa,,102791,"https://www.tiendainglesa.com.uy/supermercado/queso-de-cerdo-cattivelli.producto?102791,,42"
Ruso Cattivelli 1 G,Cattivelli,Competencia,Cattivelli,Otros chacinados,570,570,,,,,,tata,,42027,https://www.tata.com.uy/ruso-cattivelli-1-g-42027/p
Salamito Cattivelli Pipa Kg 2Un,Cattivelli,Competencia,Cattivelli,Otros chacinados,1154,1154,,,,,,eldorado,,9569,https://www.eldorado.com.uy/salamito-cattivelli-pipa-kg-2un/p
Salamito CATTIVELLI x 300 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,303,1009,,,,,,devoto,,335154,https://www.devoto.com.uy/product/salamito-cattivelli-x-300-g/335154
Salamito CATTIVELLI x 300 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,303,1009,,,,,,disco,,335154,https://www.disco.com.uy/product/salamito-cattivelli-x-300-g/335154
Salamito CATTIVELLI x 300 g,Cattivelli,Competencia,Cattivelli,Otros chacinados,303,1009,,,,,,geant,,335154,https://www.geant.com.uy/product/salamito-cattivelli-x-300-g/335154
Salamito pipa CATTIVELLI,Cattivelli,Competencia,Cattivelli,Otros chacinados,1009,,,,,,,devoto,,366785,https://www.devoto.com.uy/product/salamito-pipa-cattivelli/366785
Salamitos CATTIVELLI (Kg),Cattivelli,Competencia,Cattivelli,Otros chacinados,1120,,,,,,,tiendainglesa,,4049,"https://www.tiendainglesa.com.uy/supermercado/salamitos-cattivelli-kg.producto?4049,,42"
Butifarra CENTENARIO x 2 Unidades,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,290,,,,,,,tiendainglesa,,394746,"https://www.tiendainglesa.com.uy/supermercado/butifarra-centenario-x-2-unidades.producto?394746,,42&campaign=search_facets"
Carré de Cerdo al Natural CENTENARIO 200 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,260,,,,,,,tiendainglesa,,419041,"https://www.tiendainglesa.com.uy/supermercado/carre-de-cerdo-al-natural-centenario-200-gr.producto?419041,,42&campaign=search_facets"
Finceta CENTENARIO (Kg) $ 860 x kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,860,,,,,,,tiendainglesa,,102919,"https://www.tiendainglesa.com.uy/supermercado/finceta-centenario-kg.producto?102919,,42"
Franfruter Extra CENTENARIO x 24 Unidades,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,660,,,,,,,tiendainglesa,,371779,"https://www.tiendainglesa.com.uy/supermercado/franfruter-extra-centenario-x-24-unidades.producto?371779,,42"
Hummus Clasico Centenario De La Planta 175 Gr,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,219,219,,,,,,tata,,162376,https://www.tata.com.uy/hummus-clasico-centenario-de-la-planta-175-gr-162376/p
Jamon Centenario Cocido Extra Etiqueta Negra 200Gr,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,159,159,,,,,,eldorado,,7215,https://www.eldorado.com.uy/jamon-centenario-cocido-extra-etiqueta-negra-200gr/p
Jamon Centenario De Cerdo E/Negra Kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,737,737,,,,,,eldorado,,2618,https://www.eldorado.com.uy/jamon-centenario-de-cerdo-e-negra-kg/p
Jamon Centenario Dorado A/V Kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,572.05,673,,,,,,eldorado,,50397,https://www.eldorado.com.uy/jamon-centenario-dorado-a-v-kg/p
Jamón CENTENARIO Magro Etiqueta Dorada (Kg),Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,720,,,,,,,tiendainglesa,,329882,"https://www.tiendainglesa.com.uy/supermercado/jamon-centenario-magro-etiqueta-dorada-kg.producto?329882,,42"
Jamón Extra Etiqueta Negra Centenario 200 G,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,235,235,,,,,,tata,,19502,https://www.tata.com.uy/jamon-extra-etiqueta-negra-centenario-200-g-19502/p
Leonesa Fantasia Centenario 100 G,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,61,610,,,,,,tata,,50748,https://www.tata.com.uy/leonesa-fantasia-centenario-100-g-50748/p
Leonesa Premium Centenario 100 G,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,55,550,,,,,,tata,,50749,https://www.tata.com.uy/leonesa-premium-centenario-100-g-2-50749/p
Pechuga De Pollo Ahumada Centenario,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,890,890,,,,,,tata,,152428,https://www.tata.com.uy/pechuga-de-pollo-ahumada-centenario-1000417280-152428/p
Pechuga de Pollo Ahumada Feteada CENTENARIO 200 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,230,,,,,,,tiendainglesa,,1012372,"https://www.tiendainglesa.com.uy/supermercado/pechuga-de-pollo-ahumada-feteada-centenario-200-gr.producto?1012372,,42"
Pechuga de Pollo al Natural CENTENARIO 200 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,260,,,,,,,tiendainglesa,,419042,"https://www.tiendainglesa.com.uy/supermercado/pechuga-de-pollo-al-natural-centenario-200-gr.producto?419042,,42"
Pernil de Cerdo al Natural CENTENARIO 200 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,260,,,,,,,tiendainglesa,,419040,"https://www.tiendainglesa.com.uy/supermercado/pernil-de-cerdo-al-natural-centenario-200-gr.producto?419040,,42&campaign=search_facets"
Picadito Hungaro S/P Centenario 100 G,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,135,135,,,,,,tata,,16426,https://www.tata.com.uy/picadito-hungaro-s-p-centenario-100-g-16426/p
Picaditos Húngaro CENTENARIO 100 gr,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,150,,,,,,,tiendainglesa,,420105,"https://www.tiendainglesa.com.uy/supermercado/picaditos-hungaro-centenario-100-gr.producto?420105,,42&campaign=search_facets"
Queso Centenario Barra Danbo Kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,498.98,613,,,,,,eldorado,,49012,https://www.eldorado.com.uy/queso-centenario-barra-danbo-kg/p
Queso Centenario Barra Muzzarella Kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,607,607,,,,,,eldorado,,49010,https://www.eldorado.com.uy/queso-centenario-barra-muzzarella-kg/p
Queso Dambo Centenario 100 g,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,65,650,,,,,,tata,,164748,https://www.tata.com.uy/queso-dambo-centenario-100-g-1000506701-164748/p
Queso Danbo CENTENARIO kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,59,590,,,,,,devoto,,270319,https://www.devoto.com.uy/product/queso-danbo-centenario-kg/270319
Queso Danbo CENTENARIO kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,59,590,,,,,,disco,,270319,https://www.disco.com.uy/product/queso-danbo-centenario-kg/270319
Queso Danbo CENTENARIO kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,59,590,,,,,,geant,,270319,https://www.geant.com.uy/product/queso-danbo-centenario-kg/270319
Queso Muzzarella Centenario Kg,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,650,650,,,,,,tata,,164749,https://www.tata.com.uy/queso-muzzarella-centenario-kg-164749/p
Salsa Barbacoa CENTENARIO 350 g,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,229,,,,,,,devoto,,981164,https://www.devoto.com.uy/product/salsa-barbacoa-centenario-350-g/981164
Salsa Barbacoa CENTENARIO 350 g,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,229,,,,,,,disco,,981164,https://www.disco.com.uy/product/salsa-barbacoa-centenario-350-g/981164
Salsa Barbacoa CENTENARIO 350 g,Alimentos Centenario,Competencia,Alimentos Centenario,Otros chacinados,229,,,,,,,geant,,981164,https://www.geant.com.uy/product/salsa-barbacoa-centenario-350-g/981164
